MarketingContent
contentName,contentType,url,behavior,uiDisplable,managingTool,location,marketingText,field1,field2,delete
HomeBXRBuildersAdContent,Text,,0,,,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/hardwareLandingPage/styles.css" />      <div id="toolsESpotContainer" class="container">       <div id="toolsESpot" class="espotCont">        <div id="toolsESpotBackground">         <!--[if IE 8]>            <img src="[imagePath]rwdWebAssets/hardwareLandingPage/espot_background.jpg"></img>         <![endif]-->         <!--[if gte IE 9]><!-->               <div></div>         <!--<![endif]-->        </div>        <div id="toolboxImg">         <!--[if IE 8]>            <img src="[imagePath]rwdWebAssets/hardwareLandingPage/tool_box.png"></img>         <![endif]-->         <!--[if gte IE 9]><!-->               <div></div>         <!--<![endif]-->        </div>        <div class="bannerText">         <div class="line1">BXR Builder's</div>         <div class="line2">Essentials</div>        </div>        <div class="bannerLine">         BXR Builder's Essentials        </div>              </div>      </div> ,,,0
FastenersESpotCategoryTitle,Text,,0,,,,Shop For ...,,,0
FastenersESpotCatEntriesTitle,Text,,0,,,,Best Sellers,,,0
FastenersHeroImage,Text,,0,,,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/fastenersLandingPage/styles.css" />      <div id="fastenersHeroBanner" class="container">       <div id="fastenersHeroBannerContents" class="espotCont">        <div id="fastenersHeroBanner-handyman">         <!--[if IE 8]>          <img src="[imagePath]rwdWebAssets/fastenersLandingPage/fasteners_hero_handyman.png">         <![endif]-->         <!--[if gte IE 9]><!-->            <div></div>         <!--<![endif]-->        </div>        <div id="fastenersHeroBanner-background">         <!--[if IE 8]>          <img src="[imagePath]rwdWebAssets/fastenersLandingPage/fasteners_hero_background.jpg">         <![endif]-->         <!--[if gte IE 9]><!-->            <div></div>         <!--<![endif]-->        </div>                <div id="fastenersHeroBanner-bannerText" class="bannerText">         <div class="line1">          High-Strength         </div>          <div class="line2">          Vibration Resistant         </div>          <div class="line3">          Fasteners         </div>        </div>        <div id="fastenersHeroBanner-bannerLine" class="bannerLine">         High-Strength Vibration Resistant Fasteners        </div>       </div>      </div> ,,,0
BoltsAdContent,Text,,0,,,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/fastenersLandingPage/styles.css" />    <div id="boltsESpot">     <div id="boltsImg"></div>      <div class="bannerText">      <div class="line1">       <span class="highlight large">New!</span> Tamper-proof bolts      </div>       <div class="line2">       Durable fasteners      </div>      <div class="bannerLine">       New! Tamper-proof bolts Durable fasteners      </div>          </div>    </div> ,,,0
BXRBuildersScrewsAdContent,Text,,0,,,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/fastenersLandingPage/styles.css" />      <div id="screwsESpotContainer" class="container">       <div id="screwsESpot" class="espotCont">        <div id="screwsESpotBackground">         <!--[if IE 8]>            <img src="[imagePath]rwdWebAssets/fastenersLandingPage/espot2_background.jpg"></img>         <![endif]-->         <!--[if gte IE 9]><!-->               <div></div>         <!--<![endif]-->        </div>        <div id="screwsImg">         <!--[if IE 8]>            <img src="[imagePath]rwdWebAssets/fastenersLandingPage/espot2_screws.png"></img>         <![endif]-->         <!--[if gte IE 9]><!-->               <div></div>         <!--<![endif]-->        </div>        <div class="bannerText">         <div class="line1">BXR Builder's</div>         <div class="line2">Machine Screws</div>        </div>        <div class="bannerLine">         BXR Builder's Machine Screws        </div>       </div>      </div> ,,,0
ApparelHeroImage,Text,,0,,,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/deptMainESpot/styles.css" /> <div id="deptMainESpot" class="container">    <div id="deptMainESpot-bkgrd">       <div id="deptMainESpot-bkgrd-couple">          <div></div>       </div>       <div id="deptMainESpot-container" class="espotCont">          <div id="deptMainESpot-girl2">    <!--[if IE 8]>       <img src="[imagePath]rwdWebAssets/deptMainESpot/female.png"/>    <![endif]-->    <!--[if gte IE 9]><!-->          <div></div>    <!--<![endif]-->          </div>          <div id="deptMainESpot-titleCont">             <div class="title">Fashionable </div>             <div class="title2">Evening Wear</div>             <div class="title4">Save on women's dresses <br/>and men's suits</div>          </div>          <div id="deptMainESpot-multiImgCont">             <div id="deptMainESpot-couple">                <!--[if IE 8]>      <img src="[imagePath]rwdWebAssets/deptMainESpot/couple.png"/>     <![endif]-->     <!--[if gte IE 9]><!-->           <div></div>     <!--<![endif]-->             </div>             <div id="deptMainESpot-male">                <div></div>             </div>          </div>       </div>    </div> </div>,,,0
AboutDressDesignerHeroImage,Text,,0,,,,"<div class=""left_column left_column_5px static_page"" role=""main"">       <div class="" hero_image "">         <img alt=""About the designer hero image"" src=""[imagePath]StaticContent/images/[langlocale]/011B_EATDM_EliseKurkova_001.jpg""/>       </div>          <div class=""header"">About the Designer</div>          <div class=""three_column_content"">         <div class=""column"" >           <div class=""text_holder"" >             <p>Award-winning designer Elise Kurkova inspires those who appreciate style, design and uncompromising quality.</p>            <p>""When a woman puts on my clothes, I want her to feel as if she is enjoying one of life's great luxuries.""</p>       </div>                <div class=""espot"" style=""position:relative;"">             <img alt=""Dresses Image"" src=""[imagePath]StaticContent/images/dresses_espot.png""/>            <a href=""[fullPathHomeURL]/apparel/women/dresses"">             <div class=""imagelink"" style=""position: absolute; top: 220px; right: 0px; "">             Dresses              </div>             </a>            </div>            <div class=""item_spacer_10px""></div>            <div class=""item_spacer_10px""></div>             <div class=""text_holder"">              <p>Hailing from St. Petersburg, Russia, Elise remembers playing dress up with her mother's old clothing, and spending hours enhancing each piece with</p>             </div>          </div>              <div class=""column border"">           <div class=""text_holder"">            <p>whatever embellishments she could find around the house.</p>            <p>Her creativity flourished during her university years, when she studied Art History, specializing in 20th Century clothing trends.</p>                         <p>It was in school that she got the taste for creating clothing when she was asked to make costumes for the drama department.</p>         <p>This sparked her desire to create her own designs, so after she completed university she moved to the United States to study fashion design.</p>           </div>               <div class=""quote"">             ""When a woman puts on my clothes, I want her to feel as if she is enjoying one of life's great luxuries.""         </div>               <div class=""item_spacer_10px""></div>          <div class=""item_spacer_10px""></div>            <div class=""text_holder"">             <p>After graduating in 1998, Elise moved to New York where she worked for various fashion houses, slowly acquiring experience in buying and marketing.</p>            <p>Elise joined Madison's in 2007 to launch her first collection, which was inspired by her homeland.</p>         </div>          </div>                <div class=""column border"">           <div class=""text_holder"">           <p>The Petroika collection featured winter wear that was both fashionable and functional.</p>            <p>And now, her most recent endeavors have resulted in the new Heritage collection.</p>            <p>This line of evening wear has something for everyone, ranging from funky and free wheeling leather, to sensuous, sophisticated satins, and sequins.</p>            </div>               <div class=""espot"" style=""position:relative;margin-left:1px;"">           <img alt=""Suits Image"" src=""[imagePath]StaticContent/images/suits_espot.png""/>             <a href=""[fullPathHomeURL]/apparel/men/suits"">           <div class=""imagelink"" style=""top: 257px; right: 0px;"">               Suits             </div>           </a>            </div>           </div>           <div class=""clear_float""></div>         </div>            <div class=""clear_float""></div>           </div>",,,0
EveningSparkleDressHeroImage,Text,,0,,,,"<div class=""left_column left_column_5px static_page"" role=""main"">      <div class=""video_container"">        <span class=""spanacce"">Evening Sparkle Dress Collection Flash Video</span>     <!-- Android 2.2+ fallback to Flash -/->        <video controls poster=""[imagePath]StaticContent/media/dc_video_main_718_412.jpg"" >       <source src=""[imagePath]StaticContent/media/dc_video.mp4"" type=""video/mp4"" />       </video> -->        <object classid=""clsid:d27cdb6e-ae6d-11cf-96b8-444553540000"" width=""718"" height=""412"" id=""dc_video_player"" align=""middle"">         <param name=""base"" value=""[imagePath]StaticContent/""/>     <param name=""movie"" value=""[imagePath]StaticContent/media/dc_video_player.swf"" />         <param name=""quality"" value=""best"" />          <param name=""bgcolor"" value=""#ffffff"" />         <param name=""play"" value=""false"" />         <param name=""loop"" value=""false"" />         <param name=""wmode"" value=""window"" />        <param name=""scale"" value=""showall"" />        <param name=""menu"" value=""true"" />         <param name=""devicefont"" value=""false"" />         <param name=""salign"" value="""" />        <param name=""allowScriptAccess"" value=""sameDomain"" />        <!--[if !IE]>-->         <object type=""application/x-shockwave-flash"" data=""[imagePath]StaticContent/media/dc_video_player.swf"" width=""718"" height=""412"">      <param name=""base"" value=""[imagePath]StaticContent/""/>     <param name=""movie"" value=""[imagePath]StaticContent/media/dc_video_player.swf"" />          <param name=""quality"" value=""best"" />          <param name=""bgcolor"" value=""#ffffff"" />         <param name=""play"" value=""false"" />         <param name=""loop"" value=""false"" />          <param name=""wmode"" value=""window"" />        <param name=""scale"" value=""showall"" />         <param name=""menu"" value=""true"" />          <param name=""devicefont"" value=""false"" />          <param name=""salign"" value="""" />        <param name=""allowScriptAccess"" value=""sameDomain"" />       <!--<![endif]-->          <a href=""http://www.adobe.com/go/getflash"">         <img src=""http://www.adobe.com/images/shared/download_buttons/get_flash_player.gif"" alt=""Get Adobe Flash player"" />       </a>         <!--[if !IE]>-->       </object>         <!--<![endif]-->      </object>       </div>        <div class=""header"">Evening Sparkle Dress Collection</div>       <div class=""three_column_content"">         <div class=""column"">        <div class=""image_holder_top"">        <img alt=""Luxurious Leathers"" src=""[imagePath]StaticContent/images/column_espot01.png""/>        </div>         <div class=""text_holder_bottom text_holder"">       <div class=""header"">Luxurious Leathers</div>          <p>Exquisite leathers, chosen by master craftsmen, have been fashioned into a fun and funky line of evening wear. The leather is luxuriously soft and the designs are hot in our Hermitage Glamskin line.</p>      </div>        </div>        <div class=""column border"">      <div class=""text_holder_top text_holder"">        <div class=""header"">Sequin Shine</div>        <p>Nothing sparkles up an evening like thousands of sequins on a classically designed gown. Check out the latest glamorous gowns in the Hermitage Metallica line, featuring sequins in gold, silver, bronze and steel blue.</p>      </div>         <div class=""image_holder_bottom"">          <img alt=""Sequin Shine"" src=""[imagePath]StaticContent/images/column_espot02.png""/>          </div>       </div>         <div class=""column border"">        <div class=""image_holder_top"">       <img alt=""Smooth Silks"" src=""[imagePath]StaticContent/images/column_espot03.png""/>       </div>         <div class=""text_holder_bottom text_holder"">        <div class=""header"">Smooth Silks</div>        <p>If you're looking for an elegant look, one that's smooth and sexy, then you must see the Hermitage Gemstone collection. These silk and satin creations look sumptuous in a gemstone color palette that includes amethysts, emeralds, rubies and sapphires.</p>          </div>        </div>      </div>      <div class=""clear_float""></div>        </div>",,,0
StyleGuideAttachmentHeroImage,Text,,0,,,,"<div class=""left_column left_column_5px static_page"" role=""main"">     <div class=""style_guide"">      <div class=""left_image"">       <img alt=""Style Guide"" src=""[imagePath]StaticContent/images/[langlocale]/styleguide.jpg""/>     </div>       <div class=""right_content"">       <div class=""header"">Aurora Style Guide</div>       <p>Browse through our Spring Style Guide to see some of the latest fashions and trends from hot designers around the world. Our Style Guide offers stylish fashion, classic design, and unrivalled quality -- there's something for everyone in the family!</p>         <div class=""item_spacer_10px""></div>       <p class=""bold"">Special Offers for:</p>      <div class=""item_spacer_10px""></div>        <ul>          <li>Women's Apparel</li>       <li>Women's Shoes</li>         <li>Women's Accessories</li>        <li>Men's Apparel</li>           <li>children's Apparel</li>         </ul>        <div class=""item_spacer_10px""></div>        <div class=""item_spacer_10px""></div><br/>          <div class=""attachment"">          <div class=""icon""><img alt=""PDF Icon"" src=""[imagePath]StaticContent/images/pdf_icon_2.png""/></div>        <div class=""details"">         <p><a href=""[imagePath]StaticContent/attachments/[langlocale]/style_guide.pdf"">Download PDF</a></p>        <div class=""clear_float""></div>         <p>(233.3 kb)</p>         </div>         </div>          <div class=""clear_float""></div>        </div>            <div class=""clear_float""></div>        </div>        <div class=""full_espot"">        <img alt=""Shirt Sale 15% off men's dress shirts."" src=""[imagePath]StaticContent/images/[langlocale]/products_large.jpg""/>       </div>           <div class=""clear_float""></div>         </div>",,,0
ApparelSubEspot1,Text,,0,,,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/deptSubESpot1/styles.css" />      <div id="deptSubESpot1" class="container">       <div id="deptSubESpot1-bkgrd">        <div id="deptSubESpot1-bkgrd-handbag1"><div></div></div>        <div id="deptSubESpot1-container" class="espotCont">         <div id="deptSubESpot1-multiImgCont">           <div id="deptSubESpot1-bag1">           <!--[if IE 8]>              <img src="[imagePath]rwdWebAssets/deptSubESpot1/handbag1.png"></img>           <![endif]-->           <!--[if gte IE 9]><!-->                 <div></div>           <!--<![endif]-->          </div>          <div id="deptSubESpot1-bag2">           <!--[if IE 8]>              <img src="[imagePath]rwdWebAssets/deptSubESpot1/handbag2.png"></img>           <![endif]-->           <!--[if gte IE 9]><!-->                 <div></div>           <!--<![endif]-->          </div>          <div id="deptSubESpot1-bag3">           <div></div>          </div>         </div>         <div id="deptSubESpot1-titleCont">           <div class="title1">Designer Handbags</div>          <div class="title2">15% off handbags when <br/>you purchase a dress</div>         </div>        </div>       </div>      </div>,,,0
ApparelSubEspot2,Text,,0,,,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/deptSubESpot2/styles.css" />      <div id="deptSubESpot2" class="container">       <div id="deptSubESpot2-bkgrd">        <div id="deptSubESpot2-bkgrd-tie"><div></div></div>        <div id="deptSubESpot2-container" class="espotCont">         <div id="deptSubESpot2-multiImgCont">           <div id="deptSubESpot2-tie">           <!--[if IE 8]>              <img src="[imagePath]rwdWebAssets/deptSubESpot2/tie.png"></img>           <![endif]-->           <!--[if gte IE 9]><!-->                 <div></div>           <!--<![endif]-->          </div>          <div id="deptSubESpot2-belt">           <div></div>          </div>          <div id="deptSubESpot2-cuff">           <!--[if IE 8]>              <img src="[imagePath]rwdWebAssets/deptSubESpot2/cufflinks.png"></img>           <![endif]-->           <!--[if gte IE 9]><!-->                 <div></div>           <!--<![endif]-->          </div>         </div>         <div id="deptSubESpot2-titleCont">           <div class="title1">Men's Accessories</div>          <div class="title2">25% off men's accessories when you buy a suit</div>         </div>        </div>       </div>      </div>,,,0
ApparelESpotDefaultTitle,Text,,0,,,,On Sale Now,,,0
WomenLandingSunglasses,Text,,0,,,,Sunglasses,,,0
WomenLandingHats,Text,,0,,,,Hats,,,0
BoysPants_Atct_1,File,,0,,,,Cozy Sweaters,,,0
BoysPants_Atct_2,File,,0,,,,Jeans,,,0
BoysShoes_Atct_1,File,,0,,,,Tops,,,0
BoysShoes_Atct_2,File,,0,,,,Shoe Sale,,,0
BoysTops_Atct_1,File,,0,,,,Cozy Sweaters,,,0
BoysTops_Atct_2,File,,0,,,,Jeans,,,0
BoysRow1_Content,File,,0,,,,,,,0
ApparelESpotCategoryTitle,Text,,0,,,,Shop For ...,,,0
GirlsDS_Atct_1,File,,0,,,,Dress Sale,,,0
GirlsDS_Atct_2,File,,0,,,,Shoe Sale,,,0
GirlsPants_Atct_1,File,,0,,,,Denim,,,0
GirlsPants_Atct_2,File,,0,,,,Summer Clearance,,,0
GirlsShoes_Atct_1,File,,0,,,,Shoe Sale 1,,,0
GirlsShoes_Atct_2,File,,0,,,,Shoe Sale,,,0
GirlsTops_Atct_1,File,,0,,,,Tees Tops,,,0
GirlsTops_Atct_2,File,,0,,,,Toasty Sweaters,,,0
GirlsRow1_Content,File,,0,,,,,,,0
MenAcc_Atct_1,File,,0,,,,Silk Tie,,,0
MenAcc_Atct_2,File,,0,,,,Suit Up,,,0
MenJackets_Atct_1,File,,0,,,,Cool Leather,,,0
MenJackets_Atct_2,File,,0,,,,Luxurious Cashmere,,,0
MenPants_Atct_1,File,,0,,,,Jeans,,,0
MenPants_Atct_2,File,,0,,,,Shoe Sale,,,0
MenShirts_Atct_1,File,,0,,,,Basic Tees,,,0
MenShirts_Atct_2,File,,0,,,,Dress Shirt,,,0
MenShoes_Atct_1,File,,0,,,,Shoe Sale,,,0
MenShoes_Atct_2,File,,0,,,,Leather Belts,,,0
MenSuits_Atct_1,File,,0,,,,Suit Up,,,0
MenSuits_Atct_2,File,,0,,,,Silk Tie,,,0
MenRow1_Content,File,,0,,,,,,,0
WAcc_Atct_1,File,,0,,,,Leather Belts,,,0
WAcc_Atct_2,File,,0,,,,Perfect Handbag,,,0
WHB_Atct_1,File,,0,,,,Perfect Handbag,,,0
WHB_Atct_2,File,,0,,,,Sunglasses,,,0
WPants_Atct_1,File,,0,,,,Jeans,,,0
WPants_Atct_2,File,,0,,,,Leather Belts,,,0
WSB_Atct_1,File,,0,,,,Jeans,,,0
WSB_Atct_2,File,,0,,,,Shirts and Blouses,,,0
WSh_Atct_1,File,,0,,,,Evening Sparkle,,,0
WSh_Atct_2,File,,0,,,,Shoe Sale,,,0
WSk_Atct_1,File,,0,,,,Jeans,,,0
WSk_Atct_2,File,,0,,,,Summer Clearance,,,0
WSw_Atct_1,File,,0,,,,Evening Sparkle,,,0
WSw_Atct_2,File,,0,,,,Cozy Sweaters,,,0
WomenLandingStyles,Text,,0,,,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/womenLandingPage/styles.css" type="text/css"/> <link rel="stylesheet" href="[imagePath]rwdWebAssets/womenLandingPage/heroSpotVideo/styles.css" />,,,0
WomenLandingVideo,Text,,0,,,,"<div id=""searchLandSlot4"">    <div id=""videoContainer"" tabindex=""0"" title=""Summer by Design video. Watch video for the promo code to get 40% off designer hats and sunglasses."">       <img id=""videoFrame"" alt="""" src=""[imagePath]rwdWebAssets/womenLandingPage/heroSpotVideo/TVScreen.png"">          <video id=""videoScreen"" title=""Women hats ad video, promo code is SUN725"" style=""height:83%; width:96%;"" width=""96%"" height=""83%"" poster=""[imagePath]rwdWebAssets/womenLandingPage/heroSpotVideo/poster.jpg"" controls>          <source id=""videoScreen_mp4"" src=""[imagePath]rwdWebAssets/womenLandingPage/heroSpotVideo/media/[langlocale]/acc_usl.mp4"" type=""video/mp4"" />          <source id=""videoScreen_ogg"" src=""[imagePath]rwdWebAssets/womenLandingPage/heroSpotVideo/media/[langlocale]/acc_usl.ogg"" type=""video/ogg"" />          <object type=""application/x-shockwave-flash"" data=""[imagePath]rwdWebAssets/womenLandingPage/heroSpotVideo/media/[langlocale]/player_r.swf"" width=""96%"" height=""84%"" id=""videoScreen_flash"" align=""middle"" wmode=""transparent"">             <param name=""wmode"" value=""transparent"" />    <param name=""movie"" value=""[imagePath]rwdWebAssets/womenLandingPage/heroSpotVideo/media/[langlocale]/player_r.swf"" />             <param name=""allowFullScreen"" value=""true"" />             <param name=""allowScriptAccess"" value=""sameDomain"" />          </object>       </video>       <div id=""videoFinished"">          <div class=""content"">             <div class=""textContainer"">                Enter the promo code <br><b>SUN725</b> during checkout, <br>and                                 <h5>get additional 25% off</h5>                all<br> women's sunglasses and hats!                               </div>          </div>       </div>       <div id=""videoBackScreen"">&nbsp;</div>       <div id=""promotionTitle"">          Summer by Design               <h1>Watch for the promo code to <b>get 40% off</b> designer hats and sunglasses</h1>       </div>    </div> </div>",,,0
WomenLandingRichText,Text,,0,,,,<h1>Shop by Style</h1>,,,0
WomenLandingRichText2,Text,,0,,,,<h1>Shop by Brand</h1>,,,0
WomenHeroImage,Text,,0,,,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/summerEssentials/styles.css" /> <div class ="container" id="albiniCollect">    <div id = "albiniCollect-bkgrd"><div></div></div>    <div class="background">       <div class ="gradient">          <div class = "espotCont">             <div class= "multiImgCont2">                  <div id="girl3">      <div></div>     </div>                 <div id="girl2">      <!--[if IE 8]>        <img src="[imagePath]rwdWebAssets/summerEssentials/girl1.png"></img>      <![endif]-->      <!--[if gte IE 9]><!-->            <div></div>      <!--<![endif]-->       </div>              </div>             <div class = "titleCont">                <div class="title">Summer Essentials</div>                <div class="title4">Receive 15% off</div>                <div class="title3">                   <div class ="link">                      <a href="[fullPathHomeURL]/apparel/women/handbags">Shop Handbags</a>                     </div>                   <div class ="link">                      <a href="[fullPathHomeURL]/apparel/women/dresses">Shop Dresses</a>                                                   </div>                   <div class ="link">                      <a href="[fullPathHomeURL]/apparel/women/shoes">Shop Shoes</a>                                   </div>                </div>             </div>             <div class= "multiImgCont">                  <div id ="bag1">      <!--[if IE 8]>        <img src="[imagePath]rwdWebAssets/summerEssentials/bag1.png"></img>      <![endif]-->      <!--[if gte IE 9]><!-->            <div></div>      <!--<![endif]-->     </div>                 <div id = "bag2">      <div></div>     </div>                        <div id = "belts">      <div></div>      </div>                     <div id = "heels">      <!--[if IE 8]>        <img src="[imagePath]rwdWebAssets/summerEssentials/heels.png"></img>      <![endif]-->      <!--[if gte IE 9]><!-->            <div></div>      <!--<![endif]-->     </div>               </div>             <div class="clearFloat"></div>          </div>          <div class="clearFloat"></div>       </div>    </div> </div>,,,0
WomenESpotCategoryTitle,Text,,0,,,,Expand Your Wardrobe,,,0
Accessories_Atct_1,File,,0,,,,Crystal Clear,,,0
Accessories_Atct_2,File,,0,,,,Save on Accessories,,,0
Appliances_Atct_1,File,,0,,,,Perfect Every Time,,,0
Appliances_Atct_2,File,,0,,,,Big Kitchen Savings,,,0
BathAcc_Atct_1,File,,0,,,,Cotton Towels,,,0
BathAcc_Atct_2,File,,0,,,,Bathroom Accessories,,,0
Components_Atct_1,File,,0,,,,Custom Desktops,,,0
Components_Atct_2,File,,0,,,,Custom Laptops,,,0
Desktops_Atct_1,File,,0,,,,Custom Desktop,,,0
Desktops_Atct_2,File,,0,,,,Save on Printers,,,0
Dairy_Atct_1,File,,0,,,,Creamy Camembert,,,0
Dairy_Atct_2,File,,0,,,,Refreshing Milk,,,0
DesktopsAndLaptops,File,,0,,,,Desktops and Laptops,,,0
GetReadyForSchool,File,,0,,,,Get Ready For School,,,0
PowerOnTheGo,File,,0,,,,Power On The Go,,,0
Fruits_Atct_1,File,,0,,,,Red and Delicious,,,0
Fruits_Atct_2,File,,0,,,,Bountiful Berries,,,0
Furniture_Atct_1,File,,0,,,,Bedroom Furniture,,,0
Furniture_Atct_2,File,,0,,,,Save on Lighting,,,0
FreeDelivery,File,,0,,,,Free Delivery,,,0
AtlanticLobster,File,,0,,,,Atlantic Lobster,,,0
CrispRomaine,File,,0,,,,Crisp Romaine,,,0
FreeConsultation,File,,0,,,,Free Consultation,,,0
NaturalVitamins,File,,0,,,,Natural Vitamins,,,0
AutomaticRefills,File,,0,,,,Automatic Refills,,,0
LivingRoomSale,File,,0,,,,Living Room Sale,,,0
PerfectEveryTime,File,,0,,,,Perfect Every Time,,,0
SaveOnLighting,File,,0,,,,Save On Lighting,,,0
Kitchenware_Atct_1,File,,0,,,,Stainless Cookware,,,0
Kitchenware_Atct_2,File,,0,,,,Big Kitchen Savings,,,0
Laptops_Atct_1,File,,0,,,,Custom Laptops,,,0
Laptops_Atct_2,File,,0,,,,Save on Accessories,,,0
Lighting_Atct_1,File,,0,,,,Save on Lighting,,,0
Lighting_Atct_2,File,,0,,,,Update Living Room,,,0
Magazines_Atct_1,File,,0,,,,Photoritz Magazine,,,0
Magazines_Atct_2,File,,0,,,,SocietyTime Magazine,,,0
Meat_Atct_1,File,,0,,,,Honey Glazed Grilled,,,0
Meat_Atct_2,File,,0,,,,Sashimi Salmon,,,0
Medicines_Atct_1,File,,0,,,,Automatic Refills,,,0
Medicines_Atct_2,File,,0,,,,All Natural Vitamins,,,0
SubscribeAndSave,File,,0,,,,Subscribe and Save,,,0
SubscribeToNewsletters,File,,0,,,,Subscribe To NewsLetters,,,0
SubscribeToMagazines,File,,0,,,,Econo Sense Magazine,,,0
Newsletters_Atct_1,File,,0,,,,Subscribe to Newsletters,,,0
Newsletters_Atct_2,File,,0,,,,Delish Magazine,,,0
Tablets_Atct_1,File,,0,,,,Power on the Go,,,0
Tablets_Atct_2,File,,0,,,,Get Ready for School,,,0
Tableware_Atct_1,File,,0,,,,Mix and Match,,,0
Tableware_Atct_2,File,,0,,,,Mix and Match Plates,,,0
Vegetables_Atct_1,File,,0,,,,Field Carrots,,,0
Vegetables_Atct_2,File,,0,,,,Packaged Salad Mix,,,0
Vitamins_Atct_1,File,,0,,,,All Natural Vitamins,,,0
Vitamins_Atct_2,File,,0,,,,Flu Fighting Gel Caps,,,0
HardwareLightingCategoryHeroImage,Text,,0,,,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/hardwareLightingLandingPage/styles.css"/>    <div id="Hero Banner" class="Banner">     <div id="BannerContent">      <img id="Bulbs" src="[imagePath]rwdWebAssets/hardwareLightingLandingPage/cat_lighting_herobanner.png">      <div class="textBlock">       <p id="LongLife">Long Life</p>       <p id="bulbs">Bulbs</p>      </div>      <div class="bannerLine">       <p id="LongLife">Long Life Bulbs</p>      </div>      <img id="scaleddown" src="[imagePath]rwdWebAssets/hardwareLightingLandingPage/cat_lighting_herobanner.png">     </div>    </div>,,,0
BoltsDeptHeroImage,Text,,0,,,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/boltsLandingPage/styles.css"/>    <div id="Bolts Banner" class="Banner">     <div id="boltsbgImg"></div>      <div class="bannerText">      <div class="line1">       <span id="new">New!</span><span id="Tamper"> Tamper-proof bolts</span>      </div>       <div class="line2">       Durable fasteners      </div>     </div>    </div>,,,0
ScrewsDeptHeroImage,Text,,0,,,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/screwsLandingPage/styles.css"/>    <div id="ScrewsBanner" class="Banner">     <div class="bannerContent">      <img id="Screws" src="[imagePath]rwdWebAssets/screwsLandingPage/subcat_screws_herobanner.png">      <div class="textBlock">       <p id="HighLightText">BXR BUILDERS</p>       <p id="SubText"> MACHINE SCREWS </p>      </div>     </div>    </div>,,,0
NutsDeptHeroImage,Text,,0,,,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/nutsLandingPage/styles.css"/>    <div id="NutsBanner" class="Banner">     <div id="Bannercontent">       <img id="Wrench" src="[imagePath]rwdWebAssets/nutsLandingPage/subcat_nuts_herobanner_wrench.png">       <div class="textField">        <p id="OrangeText">Stainless</p>        <p id="subText">Steel Nuts</p>       </div>       <img id="Tilenuts1" src="[imagePath]rwdWebAssets/nutsLandingPage/subcat_nuts_herobanner_nuts_double.png">      </div>    </div>,,,0
HardwareDeptHeroImage,Text,,0,,,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/hardwareDeptLandingPage/styles.css"/>    <div id="Hardware Banner" class="Banner">     <div id="BannerContent">      <img id="Lighting" src="[imagePath]rwdWebAssets/hardwareDeptLandingPage/cat_hardware_herobanner_lighting.png">            <img id="screwsRow" src="[imagePath]rwdWebAssets/hardwareDeptLandingPage/cat_hardware_herobanner_screws.png">            <div id="singleBlock">       <p class="quality">Quality Products</p>      </div>            <div id="secondBlock">       <p class="GreatPrices">At Great Prices</p>      </div>      <div class="textBlock">       <p class="quality">Quality Products</p>       <p class="GreatPrices">At Great Prices</p>      </div>     </div>    </div>,,,0
HardwareDeptLeftAdImage,Text,,0,,,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/hardwareDeptLandingPage/styles.css"/>    <div id="NutsBanner" class="espotNuts">     <div id="Bannercontent">      <img id="Wrench" src="[imagePath]rwdWebAssets/hardwareDeptLandingPage/subcat_nuts_herobanner_wrench.png">      <div class="textField">       <p id="OrangeText">Stainless</p>       <p id="subText">Steel Nuts</p>      </div>      <img id="Tilenuts1" src="[imagePath]rwdWebAssets/hardwareDeptLandingPage/subcat_nuts_herobanner_nuts_double.png">       </div>    </div>,,,0
HardwareDeptRightAdImage,Text,,0,,,,<link rel="stylesheet" href="[imagePath]rwdWebAssets/hardwareDeptLandingPage/styles.css"/>    <div id="espot2" class="espotLighting">     <div id="BannerContent">      <img id="Bulbs" src="[imagePath]rwdWebAssets/hardwareDeptLandingPage/cat_lighting_herobanner.png">      <div class="textBlock">       <p id="LongLife">Long Life</p>       <p id="bulbs">Bulbs</p>      </div>      <img id="scaleddown" src="[imagePath]rwdWebAssets/hardwareDeptLandingPage/cat_lighting_herobanner.png">     </div>    </div>,,,0
HardwareESpotCategoryTitle,Text,,0,,,,Shop For ...,,,0
HardwareESpotCatalogEntryTitle,Text,,0,,,,Best Sellers,,,0
FastenersPageTab1,Text,,0,0,,,You might also need ...,,,0
