MarketingElementNVP
activityName,elementName,name,value,sequence,triggerMatch,properties,delete
HomeFurnishingsRow4_CatEntries,p22,catalogEntryIdList,HAP027_2709,,0,,0
GroceryRow4_CatEntries,p21,emsId,GroceryRow4_CatEntries|MARKETING,,1,,0
GroceryRow4_CatEntries,p22,catalogEntryIdList,GDA035_3503,,0,,0
GroceryRow4_CatEntries,p22,catalogEntryIdList,GFR033_3307,,0,,0
GroceryRow4_CatEntries,p22,catalogEntryIdList,GME036_3610,,0,,0
GroceryRow4_CatEntries,p22,catalogEntryIdList,GVE034_3408,,0,,0
HealthRow4_CatEntries,p21,emsId,HealthRow4_CatEntries|MARKETING,,1,,0
HealthRow4_CatEntries,p22,catalogEntryIdList,HVT038_3804,,0,,0
HealthRow4_CatEntries,p22,catalogEntryIdList,HVT038_3807,,0,,0
HealthRow4_CatEntries,p22,catalogEntryIdList,HME037_3704,,0,,0
HealthRow4_CatEntries,p22,catalogEntryIdList,HME037_3710,,0,,0
HardwareLightingProductRight_CatEntries,p21,emsId,HardwareLightingProductRight_CatEntries|MARKETING,,1,,0
HardwareLightingProductRight_CatEntries,p22,catalogEntryIdList,LA042_420401,,0,,0
HardwareLightingProductRight_CatEntries,p22,catalogEntryIdList,LA042_420603,,0,,0
HardwareLightingProductRight_CatEntries,p22,catalogEntryIdList,LA042_420905,,0,,0
HardwareLightingProductRight_CatEntries,p22,catalogEntryIdList,LA042_421002,,0,,0
BoltsProductRight_CatEntries,p21,emsId,BoltsProductRight_CatEntries|MARKETING,,1,,0
BoltsProductRight_CatEntries,p22,catalogEntryIdList,FNU040_4003018,,0,,0
BoltsProductRight_CatEntries,p22,catalogEntryIdList,FNU040_400406,,0,,0
BoltsProductRight_CatEntries,p22,catalogEntryIdList,FNU040_4006018,,0,,0
BoltsProductRight_CatEntries,p22,catalogEntryIdList,FNU040_400905,,0,,0
NutsProductRight_CatEntries,p21,emsId,NutsProductRight_CatEntries|MARKETING,,1,,0
NutsProductRight_CatEntries,p22,catalogEntryIdList,FB041_410603,,0,,0
NutsProductRight_CatEntries,p22,catalogEntryIdList,FB041_410804,,0,,0
NutsProductRight_CatEntries,p22,catalogEntryIdList,FSC039_390309,,0,,0
NutsProductRight_CatEntries,p22,catalogEntryIdList,FSC039_390502,,0,,0
ScrewsProductRight_CatEntries,p21,emsId,ScrewsProductRight_CatEntries|MARKETING,,1,,0
ScrewsProductRight_CatEntries,p22,catalogEntryIdList,FNU040_400105,,0,,0
ScrewsProductRight_CatEntries,p22,catalogEntryIdList,FNU040_4002014,,0,,0
ScrewsProductRight_CatEntries,p22,catalogEntryIdList,FNU040_400501,,0,,0
ScrewsProductRight_CatEntries,p22,catalogEntryIdList,FNU040_401001,,0,,0
BoysPantsRow2_Content,1,emsId,BoysPantsRow2_Content|MARKETING,,1,,0
BoysPantsRow2_Content,2,collateralIdList,BoysPants_Atct_1,2.0,0,,0
BoysPantsRow2_Content,2,collateralIdList,BoysPants_Atct_2,1.0,0,,0
BoysShoesRow2_Content,1,emsId,BoysShoesRow2_Content|MARKETING,,1,,0
BoysShoesRow2_Content,2,collateralIdList,BoysShoes_Atct_1,2.0,0,,0
BoysShoesRow2_Content,2,collateralIdList,BoysShoes_Atct_2,1.0,0,,0
BoysTopsRow2_Content,1,emsId,BoysTopsRow2_Content|MARKETING,,1,,0
BoysTopsRow2_Content,2,collateralIdList,BoysTops_Atct_1,1.0,0,,0
BoysTopsRow2_Content,2,collateralIdList,BoysTops_Atct_2,2.0,0,,0
BoysRow1_Content,1,emsId,BoysRow1_Content|MARKETING,,1,,0
BoysRow1_Content,2,collateralIdList,BoysRow1_Content,,0,,0
BoysRow3_Categories,1,emsId,BoysRow3_Categories|MARKETING,1.0,1,,0
BoysRow3_Categories,2,categoryIdList,Boys Pants,3.0,0,,0
BoysRow3_Categories,2,categoryIdList,Boys Tops,2.0,0,,0
BoysRow3_Categories,2,categoryIdList,Boys Shoes,4.0,0,,0
GirlsDressesSkirtsRow2_Content,1,emsId,GirlsDressesSkirtsRow2_Content|MARKETING,,1,,0
GirlsDressesSkirtsRow2_Content,2,collateralIdList,GirlsDS_Atct_1,1.0,0,,0
GirlsDressesSkirtsRow2_Content,2,collateralIdList,GirlsDS_Atct_2,2.0,0,,0
GirlsPantsRow2_Content,1,emsId,GirlsPantsRow2_Content|MARKETING,,1,,0
GirlsPantsRow2_Content,2,collateralIdList,GirlsPants_Atct_1,1.0,0,,0
GirlsPantsRow2_Content,2,collateralIdList,GirlsPants_Atct_2,2.0,0,,0
GirlsShoesRow2_Content,1,emsId,GirlsShoesRow2_Content|MARKETING,,1,,0
GirlsShoesRow2_Content,2,collateralIdList,GirlsShoes_Atct_1,1.0,0,,0
GirlsShoesRow2_Content,2,collateralIdList,GirlsTops_Atct_1,2.0,0,,0
GirlsTopsRow2_Content,1,emsId,GirlsTopsRow2_Content|MARKETING,,1,,0
GirlsTopsRow2_Content,2,collateralIdList,GirlsShoes_Atct_2,2.0,0,,0
GirlsTopsRow2_Content,2,collateralIdList,GirlsTops_Atct_2,1.0,0,,0
GirlsRow1_Content,1,emsId,GirlsRow1_Content|MARKETING,,1,,0
GirlsRow1_Content,2,collateralIdList,GirlsRow1_Content,,0,,0
GirlsRow3_Categories,1,emsId,GirlsRow3_Categories|MARKETING,,1,,0
GirlsRow3_Categories,2,categoryIdList,Girls Shoes,4.0,0,,0
GirlsRow3_Categories,2,categoryIdList,Girls Pants,2.0,0,,0
GirlsRow3_Categories,2,categoryIdList,Girls Dresses Skirts,3.0,0,,0
GirlsRow3_Categories,2,categoryIdList,Girls Tops,1.0,0,,0
MenAccessoriesRow2_Content,1,emsId,MenAccessoriesRow2_Content|MARKETING,,1,,0
MenAccessoriesRow2_Content,2,collateralIdList,MenAcc_Atct_1,1.0,0,,0
MenAccessoriesRow2_Content,2,collateralIdList,MenAcc_Atct_2,2.0,0,,0
MenJacketsRow2_Content,1,emsId,MenJacketsRow2_Content|MARKETING,,1,,0
MenJacketsRow2_Content,2,collateralIdList,MenJackets_Atct_1,1.0,0,,0
MenJacketsRow2_Content,2,collateralIdList,MenJackets_Atct_2,2.0,0,,0
MenPantsRow2_Content,1,emsId,MenPantsRow2_Content|MARKETING,,1,,0
MenPantsRow2_Content,2,collateralIdList,MenPants_Atct_1,1.0,0,,0
MenPantsRow2_Content,2,collateralIdList,MenPants_Atct_2,2.0,0,,0
MenShirtsRow2_Content,1,emsId,MenShirtsRow2_Content|MARKETING,,1,,0
MenShirtsRow2_Content,2,collateralIdList,MenShirts_Atct_1,2.0,0,,0
MenShirtsRow2_Content,2,collateralIdList,MenShirts_Atct_2,1.0,0,,0
MenShoesRow2_Content,1,emsId,MenShoesRow2_Content|MARKETING,,1,,0
MenShoesRow2_Content,2,collateralIdList,MenShoes_Atct_1,1.0,0,,0
MenShoesRow2_Content,2,collateralIdList,MenShoes_Atct_2,2.0,0,,0
MenSuitsRow2_Content,1,emsId,MenSuitsRow2_Content|MARKETING,,1,,0
MenSuitsRow2_Content,2,collateralIdList,MenSuits_Atct_1,1.0,0,,0
MenSuitsRow2_Content,2,collateralIdList,MenSuits_Atct_2,2.0,0,,0
MenRow1_Content,1,emsId,MenRow1_Content|MARKETING,,1,,0
MenRow1_Content,2,collateralIdList,MenRow1_Content,,0,,0
MenRow3_Categories,1,emsId,MenRow3_Categories|MARKETING,,1,,0
MenRow3_Categories,2,categoryIdList,Men Jackets,2.0,0,,0
MenRow3_Categories,2,categoryIdList,Men Shirts,5.0,0,,0
MenRow3_Categories,2,categoryIdList,Men Suits,4.0,0,,0
MenRow3_Categories,2,categoryIdList,Men Pants,6.0,0,,0
MenRow3_Categories,2,categoryIdList,Men Accessories,1.0,0,,0
MenRow3_Categories,2,categoryIdList,Men Shoes,3.0,0,,0
WomenAccessoriesRow2_Content,1,emsId,WomenAccessoriesRow2_Content|MARKETING,,1,,0
WomenAccessoriesRow2_Content,2,collateralIdList,WAcc_Atct_1,2.0,0,,0
WomenAccessoriesRow2_Content,2,collateralIdList,WAcc_Atct_2,1.0,0,,0
WomenHandbagsRow2_Content,1,emsId,WomenHandbagsRow2_Content|MARKETING,,1,,0
WomenHandbagsRow2_Content,2,collateralIdList,WHB_Atct_1,1.0,0,,0
WomenHandbagsRow2_Content,2,collateralIdList,WHB_Atct_2,2.0,0,,0
WomenPantsRow2_Content,1,emsId,WomenPantsRow2_Content|MARKETING,,1,,0
WomenPantsRow2_Content,2,collateralIdList,WPants_Atct_1,1.0,0,,0
WomenPantsRow2_Content,2,collateralIdList,WPants_Atct_2,2.0,0,,0
WomenShirtsBlousesRow2_Content,1,emsId,WomenShirtsBlousesRow2_Content|MARKETING,,1,,0
WomenShirtsBlousesRow2_Content,2,collateralIdList,WSB_Atct_1,2.0,0,,0
WomenShirtsBlousesRow2_Content,2,collateralIdList,WSB_Atct_2,1.0,0,,0
WomenShoesRow2_Content,1,emsId,WomenShoesRow2_Content|MARKETING,,1,,0
WomenShoesRow2_Content,2,collateralIdList,WSh_Atct_1,2.0,0,,0
WomenShoesRow2_Content,2,collateralIdList,WSh_Atct_2,1.0,0,,0
WomenSkirtsRow2_Content,1,emsId,WomenSkirtsRow2_Content|MARKETING,,1,,0
WomenSkirtsRow2_Content,2,collateralIdList,WSk_Atct_1,2.0,0,,0
WomenSkirtsRow2_Content,2,collateralIdList,WSk_Atct_2,1.0,0,,0
WomenSweatersRow2_Content,1,emsId,WomenSweatersRow2_Content|MARKETING,,1,,0
WomenSweatersRow2_Content,2,collateralIdList,WSw_Atct_1,2.0,0,,0
WomenSweatersRow2_Content,2,collateralIdList,WSw_Atct_2,1.0,0,,0
ApparelRow3_Categories,1,emsId,ApparelRow3_Categories|MARKETING,,1,,0
ApparelRow3_Categories,2,categoryIdList,Men,2.0,0,,0
ApparelRow3_Categories,2,categoryIdList,Women,1.0,0,,0
ApparelRow3_Categories,2,categoryIdList,Boys,4.0,0,,0
ApparelRow3_Categories,2,categoryIdList,Girls,3.0,0,,0
WomenRow3_Categories,1,emsId,WomenRow3_Categories|MARKETING,,1,,0
WomenRow3_Categories,2,categoryIdList,Dresses,1.0,0,,0
WomenRow3_Categories,2,categoryIdList,Women Shirts Blouses,6.0,0,,0
WomenRow3_Categories,2,categoryIdList,Women Sweaters,7.0,0,,0
WomenRow3_Categories,2,categoryIdList,Women Skirts,3.0,0,,0
WomenRow3_Categories,2,categoryIdList,Women Pants,2.0,0,,0
WomenRow3_Categories,2,categoryIdList,Women Shoes,8.0,0,,0
WomenRow3_Categories,2,categoryIdList,Women Handbags,4.0,0,,0
WomenRow3_Categories,2,categoryIdList,Women Accessories,5.0,0,,0
ApparelRow4_CatEntries,p21,emsId,ApparelRow4_CatEntries|MARKETING,,1,,0
ApparelRow4_CatEntries,p22,catalogEntryIdList,AuroraWMDRS-25,1.0,0,,0
ApparelRow4_CatEntries,p22,catalogEntryIdList,WBG006_0603,3.0,0,,0
ApparelRow4_CatEntries,p22,catalogEntryIdList,WBG006_0608,2.0,0,,0
ApparelRow4_CatEntries,p22,catalogEntryIdList,WSH005_0514,4.0,0,,0
ApparelRow4_CatEntries,p22,catalogEntryIdList,MCL008_0816,5.0,0,,0
ApparelRow4_CatEntries,p22,catalogEntryIdList,MCL008_0820,6.0,0,,0
WomenRow4_CatEntries,p21,emsId,WomenRow4_CatEntries|MARKETING,,1,,0
WomenRow4_CatEntries,p22,catalogEntryIdList,AuroraWMDRS-15,2.0,0,,0
WomenRow4_CatEntries,p22,catalogEntryIdList,AuroraWMDRS-36,1.0,0,,0
WomenRow4_CatEntries,p22,catalogEntryIdList,WAC007_0730,6.0,0,,0
WomenRow4_CatEntries,p22,catalogEntryIdList,WBG006_0608,3.0,0,,0
WomenRow4_CatEntries,p22,catalogEntryIdList,WSH005_0514,5.0,0,,0
WomenRow4_CatEntries,p22,catalogEntryIdList,WSH005_0518,4.0,0,,0
ComputersAccessoriesRow2_Content,1,emsId,ComputersAccessoriesRow2_Content|MARKETING,,1,,0
ComputersAccessoriesRow2_Content,2,collateralIdList,Accessories_Atct_1,1.0,0,,0
ComputersAccessoriesRow2_Content,2,collateralIdList,Accessories_Atct_2,2.0,0,,0
AppliancesRow2_Content,1,emsId,AppliancesRow2_Content|MARKETING,,1,,0
AppliancesRow2_Content,2,collateralIdList,Appliances_Atct_1,1.0,0,,0
AppliancesRow2_Content,2,collateralIdList,Appliances_Atct_2,2.0,0,,0
BathAccessoriesRow2_Content,1,emsId,BathAccessoriesRow2_Content|MARKETING,,1,,0
BathAccessoriesRow2_Content,2,collateralIdList,BathAcc_Atct_1,1.0,0,,0
BathAccessoriesRow2_Content,2,collateralIdList,BathAcc_Atct_2,2.0,0,,0
ComputersComponentsRow2_Content,1,emsId,ComputersComponentsRow2_Content|MARKETING,,1,,0
ComputersComponentsRow2_Content,2,collateralIdList,Components_Atct_1,1.0,0,,0
ComputersComponentsRow2_Content,2,collateralIdList,Components_Atct_2,2.0,0,,0
ComputersDesktopsRow2_Content,1,emsId,ComputersDesktopsRow2_Content|MARKETING,,1,,0
ComputersDesktopsRow2_Content,2,collateralIdList,Desktops_Atct_1,1.0,0,,0
ComputersDesktopsRow2_Content,2,collateralIdList,Desktops_Atct_2,2.0,0,,0
DairyRow2_Content,1,emsId,DairyRow2_Content|MARKETING,,1,,0
DairyRow2_Content,2,collateralIdList,Dairy_Atct_1,1.0,0,,0
DairyRow2_Content,2,collateralIdList,Dairy_Atct_2,2.0,0,,0
ElectronicsRow1_Content,1,emsId,ElectronicsRow1_Content|MARKETING,,1,,0
ElectronicsRow1_Content,2,collateralIdList,DesktopsAndLaptops,,0,,0
ElectronicsRow2_Content,1,emsId,ElectronicsRow2_Content|MARKETING,,1,,0
ElectronicsRow2_Content,2,collateralIdList,GetReadyForSchool,1.0,0,,0
ElectronicsRow2_Content,2,collateralIdList,PowerOnTheGo,2.0,0,,0
FruitRow2_Content,1,emsId,FruitRow2_Content|MARKETING,,1,,0
FruitRow2_Content,2,collateralIdList,Fruits_Atct_1,1.0,0,,0
FruitRow2_Content,2,collateralIdList,Fruits_Atct_2,2.0,0,,0
FurnitureRow2_Content,1,emsId,FurnitureRow2_Content|MARKETING,,1,,0
FurnitureRow2_Content,2,collateralIdList,Furniture_Atct_1,1.0,0,,0
FurnitureRow2_Content,2,collateralIdList,Furniture_Atct_2,2.0,0,,0
GroceryRow1_Content,1,emsId,GroceryRow1_Content|MARKETING,,1,,0
GroceryRow1_Content,2,collateralIdList,FreeDelivery,,0,,0
GroceryRow2_Content,1,emsId,GroceryRow2_Content|MARKETING,,1,,0
GroceryRow2_Content,2,collateralIdList,AtlanticLobster,1.0,0,,0
GroceryRow2_Content,2,collateralIdList,CrispRomaine,2.0,0,,0
HealthRow1_Content,1,emsId,HealthRow1_Content|MARKETING,,1,,0
HealthRow1_Content,2,collateralIdList,FreeConsultation,,0,,0
HealthRow2_Content,1,emsId,HealthRow2_Content|MARKETING,,1,,0
HealthRow2_Content,2,collateralIdList,NaturalVitamins,1.0,0,,0
HealthRow2_Content,2,collateralIdList,AutomaticRefills,2.0,0,,0
HomeFurnishingsRow1_Content,1,emsId,HomeFurnishingsRow1_Content|MARKETING,,1,,0
HomeFurnishingsRow1_Content,2,collateralIdList,LivingRoomSale,,0,,0
HomeFurnishingsRow2_Content,1,emsId,HomeFurnishingsRow2_Content|MARKETING,,1,,0
HomeFurnishingsRow2_Content,2,collateralIdList,PerfectEveryTime,1.0,0,,0
HomeFurnishingsRow2_Content,2,collateralIdList,SaveOnLighting,2.0,0,,0
KitchenwareRow2_Content,1,emsId,KitchenwareRow2_Content|MARKETING,,1,,0
KitchenwareRow2_Content,2,collateralIdList,Kitchenware_Atct_1,1.0,0,,0
KitchenwareRow2_Content,2,collateralIdList,Kitchenware_Atct_2,2.0,0,,0
ComputersLaptopsRow2_Content,1,emsId,ComputersLaptopsRow2_Content|MARKETING,,1,,0
ComputersLaptopsRow2_Content,2,collateralIdList,Laptops_Atct_1,1.0,0,,0
ComputersLaptopsRow2_Content,2,collateralIdList,Laptops_Atct_2,2.0,0,,0
LightingRow2_Content,1,emsId,LightingRow2_Content|MARKETING,,1,,0
LightingRow2_Content,2,collateralIdList,Lighting_Atct_1,1.0,0,,0
LightingRow2_Content,2,collateralIdList,Lighting_Atct_2,2.0,0,,0
MagazinesRow2_Content,1,emsId,MagazinesRow2_Content|MARKETING,,1,,0
MagazinesRow2_Content,2,collateralIdList,Magazines_Atct_1,1.0,0,,0
MagazinesRow2_Content,2,collateralIdList,Magazines_Atct_2,2.0,0,,0
MeatRow2_Content,1,emsId,MeatRow2_Content|MARKETING,,1,,0
MeatRow2_Content,2,collateralIdList,Meat_Atct_1,1.0,0,,0
MeatRow2_Content,2,collateralIdList,Meat_Atct_2,2.0,0,,0
MedicineRow2_Content,1,emsId,MedicineRow2_Content|MARKETING,,1,,0
MedicineRow2_Content,2,collateralIdList,Medicines_Atct_1,1.0,0,,0
MedicineRow2_Content,2,collateralIdList,Medicines_Atct_2,2.0,0,,0
NewslettersAndMagazinesRow1_Content,1,emsId,NewslettersAndMagazinesRow1_Content|MARKETING,,1,,0
NewslettersAndMagazinesRow1_Content,2,collateralIdList,SubscribeAndSave,,0,,0
NewslettersAndMagazinesRow2_Content,1,emsId,NewslettersAndMagazinesRow2_Content|MARKETING,,1,,0
NewslettersAndMagazinesRow2_Content,2,collateralIdList,SubscribeToNewsletters,1.0,0,,0
NewslettersAndMagazinesRow2_Content,2,collateralIdList,SubscribeToMagazines,2.0,0,,0
NewslettersRow2_Content,1,emsId,NewslettersRow2_Content|MARKETING,,1,,0
NewslettersRow2_Content,2,collateralIdList,Newsletters_Atct_1,1.0,0,,0
NewslettersRow2_Content,2,collateralIdList,Newsletters_Atct_2,2.0,0,,0
ComputersTabletsRow2_Content,1,emsId,ComputersTabletsRow2_Content|MARKETING,,1,,0
ComputersTabletsRow2_Content,2,collateralIdList,Tablets_Atct_1,1.0,0,,0
ComputersTabletsRow2_Content,2,collateralIdList,Tablets_Atct_2,2.0,0,,0
TablewareRow2_Content,1,emsId,TablewareRow2_Content|MARKETING,,1,,0
TablewareRow2_Content,2,collateralIdList,Tableware_Atct_1,1.0,0,,0
TablewareRow2_Content,2,collateralIdList,Tableware_Atct_2,2.0,0,,0
VegetablesRow2_Content,1,emsId,VegetablesRow2_Content|MARKETING,,1,,0
VegetablesRow2_Content,2,collateralIdList,Vegetables_Atct_1,1.0,0,,0
VegetablesRow2_Content,2,collateralIdList,Vegetables_Atct_2,2.0,0,,0
VitaminsRow2_Content,1,emsId,VitaminsRow2_Content|MARKETING,,1,,0
VitaminsRow2_Content,2,collateralIdList,Vitamins_Atct_1,1.0,0,,0
VitaminsRow2_Content,2,collateralIdList,Vitamins_Atct_2,2.0,0,,0
ElectronicsRow3_Categories,1,emsId,ElectronicsRow3_Categories|MARKETING,,1,,0
ElectronicsRow3_Categories,2,categoryIdList,Computers Accessories,4.0,0,,0
ElectronicsRow3_Categories,2,categoryIdList,Computers Tablets,3.0,0,,0
ElectronicsRow3_Categories,2,categoryIdList,Computers Laptops,1.0,0,,0
ElectronicsRow3_Categories,2,categoryIdList,Computers Desktops,2.0,0,,0
ElectronicsRow3_Categories,2,categoryIdList,Computers Components,5.0,0,,0
GroceryRow3_Categories,1,emsId,GroceryRow3_Categories|MARKETING,,1,,0
GroceryRow3_Categories,2,categoryIdList,Dairy,4.0,0,,0
GroceryRow3_Categories,2,categoryIdList,Fruit,1.0,0,,0
GroceryRow3_Categories,2,categoryIdList,Meat,3.0,0,,0
GroceryRow3_Categories,2,categoryIdList,Vegetables,2.0,0,,0
HealthRow3_Categories,1,emsId,HealthRow3_Categories|MARKETING,,1,,0
HealthRow3_Categories,2,categoryIdList,Medicine,1.0,0,,0
HealthRow3_Categories,2,categoryIdList,Vitamins,2.0,0,,0
HomeFurnishingsRow3_Categories,1,emsId,HomeFurnishingsRow3_Categories|MARKETING,,1,,0
HomeFurnishingsRow3_Categories,2,categoryIdList,Bath Accessories,6.0,0,,0
HomeFurnishingsRow3_Categories,2,categoryIdList,Furniture,3.0,0,,0
HomeFurnishingsRow3_Categories,2,categoryIdList,Kitchenware,4.0,0,,0
HomeFurnishingsRow3_Categories,2,categoryIdList,Lighting,5.0,0,,0
HomeFurnishingsRow3_Categories,2,categoryIdList,Tableware,2.0,0,,0
HomeFurnishingsRow3_Categories,2,categoryIdList,Appliances,1.0,0,,0
NewslettersAndMagazinesRow3_Categories,1,emsId,NewslettersAndMagazinesRow3_Categories|MARKETING,,1,,0
NewslettersAndMagazinesRow3_Categories,2,categoryIdList,Magazines,2.0,0,,0
NewslettersAndMagazinesRow3_Categories,2,categoryIdList,Newsletters,1.0,0,,0
HardwareRow3_Categories,1,emsId,HardwareRow3_Categories|MARKETING,,1,,0
HardwareRow3_Categories,1,widgetEspot,0,,0,,0
HardwareRow3_Categories,2,categoryIdList,Fasteners,1.0,0,,0
HardwareRow3_Categories,2,categoryIdList,Hardware Lighting,2.0,0,,0
HardwareRow4_CatEntries,1,emsId,HardwareRow4_CatEntries|MARKETING,,1,,0
HardwareRow4_CatEntries,1,widgetEspot,0,,0,,0
HardwareRow4_CatEntries,2,catalogEntryIdList,FB041_4108,5.0,0,,0
HardwareRow4_CatEntries,2,catalogEntryIdList,FNU040_4002,3.0,0,,0
HardwareRow4_CatEntries,2,catalogEntryIdList,FNU040_4009,4.0,0,,0
HardwareRow4_CatEntries,2,catalogEntryIdList,FSC039_3908,6.0,0,,0
HardwareRow4_CatEntries,2,catalogEntryIdList,LA042_4201,2.0,0,,0
HardwareRow4_CatEntries,2,catalogEntryIdList,LA042_4205,1.0,0,,0
HardwareRow4_CatEntries,2,displayMax,5,,0,,0
HardwareRow4_CatEntries,2,recommendationMethod,specifyList,,0,,0
HardwareRow4_CatEntries,2,useUserSearchTerm,false,,0,,0
ScrewsProductRec_CatEntries,1,emsId,ScrewsProductRec_CatEntries|MARKETING,,1,,0
ScrewsProductRec_CatEntries,1,widgetEspot,0,,0,,0
ScrewsProductRec_CatEntries,2,catalogEntryIdList,FSC039_3903,2.0,0,,0
ScrewsProductRec_CatEntries,2,catalogEntryIdList,FSC039_3905,3.0,0,,0
ScrewsProductRec_CatEntries,2,catalogEntryIdList,FSC039_3906,1.0,0,,0
ScrewsProductRec_CatEntries,2,catalogEntryIdList,FSC039_3908,5.0,0,,0
ScrewsProductRec_CatEntries,2,catalogEntryIdList,FSC039_3909,4.0,0,,0
ScrewsProductRec_CatEntries,2,displayMax,5,,0,,0
ScrewsProductRec_CatEntries,2,recommendationMethod,specifyList,,0,,0
ScrewsProductRec_CatEntries,2,useUserSearchTerm,false,,0,,0
NutsProductRec_CatEntries,1,emsId,NutsProductRec_CatEntries|MARKETING,,1,,0
NutsProductRec_CatEntries,1,widgetEspot,0,,0,,0
NutsProductRec_CatEntries,2,catalogEntryIdList,FB041_4102,4.0,0,,0
NutsProductRec_CatEntries,2,catalogEntryIdList,FB041_4103,3.0,0,,0
NutsProductRec_CatEntries,2,catalogEntryIdList,FB041_4105,5.0,0,,0
NutsProductRec_CatEntries,2,catalogEntryIdList,FB041_4106,2.0,0,,0
NutsProductRec_CatEntries,2,catalogEntryIdList,FB041_4108,1.0,0,,0
NutsProductRec_CatEntries,2,displayMax,5,,0,,0
NutsProductRec_CatEntries,2,recommendationMethod,specifyList,,0,,0
NutsProductRec_CatEntries,2,useUserSearchTerm,false,,0,,0
BoltsProductRec_CatEntries,1,emsId,BoltsProductRec_CatEntries|MARKETING,,1,,0
BoltsProductRec_CatEntries,1,widgetEspot,0,,0,,0
BoltsProductRec_CatEntries,2,catalogEntryIdList,FNU040_4001,4.0,0,,0
BoltsProductRec_CatEntries,2,catalogEntryIdList,FNU040_4002,3.0,0,,0
BoltsProductRec_CatEntries,2,catalogEntryIdList,FNU040_4005,1.0,0,,0
BoltsProductRec_CatEntries,2,catalogEntryIdList,FNU040_4008,5.0,0,,0
BoltsProductRec_CatEntries,2,catalogEntryIdList,FNU040_4009,2.0,0,,0
BoltsProductRec_CatEntries,2,displayMax,5,,0,,0
BoltsProductRec_CatEntries,2,recommendationMethod,specifyList,,0,,0
BoltsProductRec_CatEntries,2,useUserSearchTerm,false,,0,,0
